"","date","target","insult","tweet"
"8024","2020-03-01","michael-bloomberg","never had what it takes","Mini Mike Bloomberg’s consultants and so-called “advisors”(how did that advice work out? Don’t ask!), are on the “gravy train” and all making a fortune for themselves pushing Mini hard, when they knew he never had what it takes. Don’t pay them anymore Mike, they led you down...."
"8025","2020-03-01","bernie-sanders","Crazy Bernie Sanders","Democrats are working hard to destroy the name and reputation of Crazy Bernie Sanders, and take the nomination away from him!"
"8026","2020-03-01","the-media","Fake News Media","People are disgusted and embarrassed by the Fake News Media, as headed by the @nytimes, @washingtonpost, @comcast & MSDNC, @ABC, @CBSNews and more. They no longer believe what they see and read, and for good reason. Fake News is, indeed, THE ENEMY OF THE PEOPLE!"
"8027","2020-03-01","the-media","Fake News","People are disgusted and embarrassed by the Fake News Media, as headed by the @nytimes, @washingtonpost, @comcast & MSDNC, @ABC, @CBSNews and more. They no longer believe what they see and read, and for good reason. Fake News is, indeed, THE ENEMY OF THE PEOPLE!"
"8028","2020-03-01","the-media","THE ENEMY OF THE PEOPLE","People are disgusted and embarrassed by the Fake News Media, as headed by the @nytimes, @washingtonpost, @comcast & MSDNC, @ABC, @CBSNews and more. They no longer believe what they see and read, and for good reason. Fake News is, indeed, THE ENEMY OF THE PEOPLE!"
"8029","2020-03-01","joe-biden","Sleepy Joe Biden","Sleepy Joe Biden’s victory in the South Carolina Democrat Primary should be the end of Mini Mike Bloomberg’s Joke of a campaign. After the worst debate performance in the history of presidential debates, Mini Mike now has Biden split up his very few voters, taking many away!"
"8030","2020-03-01","joe-biden","Sleepy Joe Biden","Congratulations to Sleepy Joe Biden!"
"8031","2020-03-01","joe-biden","Sleepy Joe Biden","Pete Buttigieg is OUT. All of his SuperTuesday votes will go to Sleepy Joe Biden. Great timing. This is the REAL beginning of the Dems taking Bernie out of play - NO NOMINATION, AGAIN!"
"8032","2020-03-01","democrats","working hard to destroy the name and reputation of Crazy Bernie Sanders","Democrats are working hard to destroy the name and reputation of Crazy Bernie Sanders, and take the nomination away from him!"
"8033","2020-03-02","michael-bloomberg","Mini Mike Bloomberg","Mini Mike Bloomberg didn’t bring NYC back, as he said in his fake ad. It was @RudyGiuliani who brought NYC back and who also, with his endorsement, got Mini Mike elected (with barely a thank you). A boring mayor who the people couldn’t stand!"
"8034","2020-03-02","michael-bloomberg","didn’t bring NYC back, as he said in his fake ad","Mini Mike Bloomberg didn’t bring NYC back, as he said in his fake ad. It was @RudyGiuliani who brought NYC back and who also, with his endorsement, got Mini Mike elected (with barely a thank you). A boring mayor who the people couldn’t stand!"
"8035","2020-03-02","michael-bloomberg","Mini Mike","Mini Mike Bloomberg didn’t bring NYC back, as he said in his fake ad. It was @RudyGiuliani who brought NYC back and who also, with his endorsement, got Mini Mike elected (with barely a thank you). A boring mayor who the people couldn’t stand!"
"8036","2020-03-02","michael-bloomberg","a boring mayor who the people couldn’t stand","Mini Mike Bloomberg didn’t bring NYC back, as he said in his fake ad. It was @RudyGiuliani who brought NYC back and who also, with his endorsement, got Mini Mike elected (with barely a thank you). A boring mayor who the people couldn’t stand!"
"8037","2020-03-02","michael-bloomberg","Mini Mike","The Black community brilliantly turned their backs on Mini Mike because they know he is a pandering phony who never did right by them! https://t.co/OERuf0ZKOk"
"8038","2020-03-02","michael-bloomberg","a pandering phony","The Black community brilliantly turned their backs on Mini Mike because they know he is a pandering phony who never did right by them! https://t.co/OERuf0ZKOk"
"8039","2020-03-02","michael-bloomberg","Mini Mike","“Ever since (Mini Mike) Bloomberg’s bad debate performances, his support has dropped.” @abcnews Dropped a lot. Only his highly paid consultants, who are laughing all the way to the bank, still support him...And by the way, he did not poll well as mayor in handling crisis!"
"8040","2020-03-02","michael-bloomberg","bad debate performances","“Ever since (Mini Mike) Bloomberg’s bad debate performances, his support has dropped.” @abcnews Dropped a lot. Only his highly paid consultants, who are laughing all the way to the bank, still support him...And by the way, he did not poll well as mayor in handling crisis!"
"8041","2020-03-02","michael-bloomberg","Only his highly paid consultants, who are laughing all the way to the bank, still support him","“Ever since (Mini Mike) Bloomberg’s bad debate performances, his support has dropped.” @abcnews Dropped a lot. Only his highly paid consultants, who are laughing all the way to the bank, still support him...And by the way, he did not poll well as mayor in handling crisis!"
"8042","2020-03-02","michael-bloomberg","he did not poll well as mayor in handling crisis!","“Ever since (Mini Mike) Bloomberg’s bad debate performances, his support has dropped.” @abcnews Dropped a lot. Only his highly paid consultants, who are laughing all the way to the bank, still support him...And by the way, he did not poll well as mayor in handling crisis!"
"8043","2020-03-02","michael-bloomberg","Mini Mike","The only people in favor of Mini Mike continuing with his hapless campaign are me and his political consultants, who are getting richer and richer by the day!"
"8044","2020-03-02","chuck-todd","Sleepy Eyes Chuck Todd","Sleepy Eyes Chuck Todd is not at the top of his game! Thank you. https://t.co/xIiZgMAbIK"
"8045","2020-03-02","chuck-todd","not at the top of his game","Sleepy Eyes Chuck Todd is not at the top of his game! Thank you. https://t.co/xIiZgMAbIK"
"8046","2020-03-02","jerome-powell","slow to act","As usual, Jay Powell and the Federal Reserve are slow to act. Germany and others are pumping money into their economies. Other Central Banks are much more aggressive. The U.S. should have, for all of the right reasons, the lowest Rate. We don’t, putting us at a....."
"8047","2020-03-02","jerome-powell","Other Central Banks are much more aggressive","As usual, Jay Powell and the Federal Reserve are slow to act. Germany and others are pumping money into their economies. Other Central Banks are much more aggressive. The U.S. should have, for all of the right reasons, the lowest Rate. We don’t, putting us at a....."
"8048","2020-03-02","impeachment-inquiry","Impeachment Hoax","I was criticized by the Democrats when I closed the Country down to China many weeks ahead of what almost everyone recommended. Saved many lives. Dems were working the Impeachment Hoax. They didn’t have a clue! Now they are fear mongering. Be calm & vigilant!"
"8049","2020-03-02","joe-biden","Sleepy Joe Biden","Sleepy Joe Biden also said that guns killed 150 million Americans last year, wants to win Georgia on Super Tuesday (not up), and got his speaking location wrong again! https://t.co/INuGY214xa"
"8050","2020-03-02","democrats","didn’t have a clue","I was criticized by the Democrats when I closed the Country down to China many weeks ahead of what almost everyone recommended. Saved many lives. Dems were working the Impeachment Hoax. They didn’t have a clue! Now they are fear mongering. Be calm & vigilant!"
"8051","2020-03-02","democrats","fear mongering","I was criticized by the Democrats when I closed the Country down to China many weeks ahead of what almost everyone recommended. Saved many lives. Dems were working the Impeachment Hoax. They didn’t have a clue! Now they are fear mongering. Be calm & vigilant!"
"8052","2020-03-02","democrats","Radical Left, Do Nothing Democrats",".@FoxNews is working hard pushing the Radical Left, Do Nothing Democrats. They want to be, unlike their competitors, @CNN & MSDNC (Comcast), Fair & Balanced. When will they ever learn. The Radical Left never even gave @FoxNews permission to partake in their low rated debates!"
"8053","2020-03-02","democrats","Radical Left",".@FoxNews is working hard pushing the Radical Left, Do Nothing Democrats. They want to be, unlike their competitors, @CNN & MSDNC (Comcast), Fair & Balanced. When will they ever learn. The Radical Left never even gave @FoxNews permission to partake in their low rated debates!"
"8054","2020-03-03","michael-bloomberg","Mini Mike Bloomberg can never recover from his incompetent debate performances. Also, as mayor he was very bad under pressure - a chocker!","Mini Mike Bloomberg can never recover from his incompetent debate performances. Also, as mayor he was very bad under pressure - a chocker!"
