和风天气海外热门城市列表 v1.2
城市ID	大洲	国家中文	国家英文	城市中文	城市英文	纬度	经度
ZA2499044	非洲	南非	South Africa	马塔泰勒	Matatiele	-30.4	28.8
ZA2499045	非洲	南非	South Africa	马泽帕湾	Mazeppabay	-32.5	28.6
ZA2499046	非洲	南非	South Africa	莫霍特隆	Mokhotlong	-29.3	29.1
ZA2499047	非洲	南非	South Africa	莫尔蒂诺湖	Moltenoreservior	-33.9	18.4
ZA2499048	非洲	南非	South Africa	穆伊河	Mooiriver	-29.2	30
ZA971534	非洲	南非	South Africa	内尔斯普雷特	Nelspruit	-25.47448	30.97033
ZA971421	非洲	南非	South Africa	纽卡斯尔	Newcastle	-27.75796	29.9318
ZA2499049	非洲	南非	South Africa	尼湖德维	Nieuwoudtville	-31.3	19.1
ZA967106	非洲	南非	South Africa	奥茨胡恩	Oudtshoorn	-33.59067	22.2014
ZA2499050	非洲	南非	South Africa	柏尔	Paarl	-33.7	19
ZA2499051	非洲	南非	South Africa	帕多克	Paddock	-30.8	30.2
ZA965528	非洲	南非	South Africa	帕拉博鲁瓦	Phalaborwa	-23.94299	31.14107
ZA965301	非洲	南非	South Africa	彼得马里茨堡	Pietermaritzburg	-29.61678	30.39278
ZA2499052	非洲	南非	South Africa	匹兰斯堡	Pilanesberg	-25.2	27.2
ZA2499053	非洲	南非	South Africa	普利登堡湾	Plettenbergbay	-34.1	23.3
ZA965289	非洲	南非	South Africa	波罗克瓦尼	Polokwane	-23.90448	29.46885
ZA2499054	非洲	南非	South Africa	蓬戈拉	Pongola	-27.4	31.6
ZA2499055	非洲	南非	South Africa	爱德华港	Port Edward	-31	31.1
ZA2499056	非洲	南非	South Africa	伊丽莎白港	Port Elizabeth	-34	25.6
ZA2499057	非洲	南非	South Africa	诺洛斯港	Port Nolloth	-29.2	16.9
ZA2499058	非洲	南非	South Africa	波特维尔	Porterville	-30	19
ZA964137	非洲	南非	South Africa	比勒陀利亚	Pretoria	-25.74486	28.18783
ZA964090	非洲	南非	South Africa	普里斯卡	Prieska	-29.66409	22.74742
ZA2499059	非洲	南非	South Africa	加查斯内克	Qacha Snek	-30.1	28.7
ZA963516	非洲	南非	South Africa	昆斯敦	Queenstown	-31.89756	26.87533
ZA2499060	非洲	南非	South Africa	理查兹湾	Richardsbay	-28.7	32.1
ZA2499061	非洲	南非	South Africa	里佛斯达	Riversdale	-34.1	21.3
ZA2499062	非洲	南非	South Africa	罗布恩岛	Robben Island	-33.8	18.4
ZA2499063	非洲	南非	South Africa	罗伯森	Robertson	-33.8	19.9
ZA958724	非洲	南非	South Africa	鲁斯登堡	Rustenburg	-25.66756	27.24208
ZA2499065	非洲	南非	South Africa	史库库莎	Skukuza	-25	31.6
ZA2499066	非洲	南非	South Africa	东索美塞特	Somerseteast	-33	25.7
ZA3361142	非洲	南非	South Africa	斯普林博克	Springbok	-29.66434	17.8865
ZA952865	非洲	南非	South Africa	斯普林斯	Springs	-26.25	28.4
ZA2499067	非洲	南非	South Africa	斯特兰德	Strand	-34.1	18.8
ZA2499068	非洲	南非	South Africa	萨瑟兰	Sutherland	-32.4	20.7
ZA2499069	非洲	南非	South Africa	汤恩	Taung	-27.5	24.8
ZA949683	非洲	南非	South Africa	塔巴津比	Thabazimbi	-24.59165	27.41155
ZA949224	非洲	南非	South Africa	索赫燕杜	Thohoyandou	-22.94564	30.48497
ZA2499070	非洲	南非	South Africa	柴邦	Tsabong	-26	22.5
ZA2499071	非洲	南非	South Africa	奇皮塞	Tshipise	-22.6	30.2
ZA2499072	非洲	南非	South Africa	齐齐卡马	Tsitsikamma	-34	23.9
ZA946877	非洲	南非	South Africa	埃滕哈赫	Uitenhage	-33.75757	25.3971
ZA946257	非洲	南非	South Africa	乌伦迪	Ulundi	-28.33523	31.41617
ZA946058	非洲	南非	South Africa	阿姆塔塔	Umtata	-31.58893	28.78443
ZA945945	非洲	南非	South Africa	阿平顿	Upington	-28.44776	21.25612
ZA2499073	非洲	南非	South Africa	范瑞恩	Vanreenen	-28.4	29.4
ZA2499074	非洲	南非	South Africa	温特斯多普	Ventersdorp	-26.3	26.8
ZA944385	非洲	南非	South Africa	弗里尼欣	Vereeniging	-26.67313	27.92615
ZA3359736	非洲	南非	South Africa	弗雷登达尔	Vredendal	-31.66833	18.50119
ZA942511	非洲	南非	South Africa	弗雷堡	Vryburg	-26.95659	24.7284
ZA942470	非洲	南非	South Africa	弗雷黑德	Vryheid	-27.76952	30.79165
ZA940909	非洲	南非	South Africa	韦尔科姆	Welkom	-27.98644	26.70661
ZA2499075	非洲	南非	South Africa	维佩纳	Wepener	-29.9	26.9
ZA939270	非洲	南非	South Africa	威特班克	Witbank	-25.87133	29.23323
ZA3359041	非洲	南非	South Africa	渥斯特	Worcester	-33.64651	19.44852
ES6362987	非洲	西班牙属加纳利群岛	Spain	休达	Ceuta	35.88933	-5.31979
ES6690002	非洲	西班牙属加纳利群岛	Spain	特纳利夫·吉马尔	Tenerife Guimar	28.3	-16.399994
ES6690001	非洲	西班牙属加纳利群岛	Spain	伊萨纳	Izana	28.3	-16.5
ES2513947	非洲	西班牙属加纳利群岛	Spain	梅利利亚	Melilla	35.29369	-2.93833
SD399001	非洲	苏丹	Sudan	阿尔巴特	Arbat	19.8	37
SD378231	非洲	苏丹	Sudan	阿特巴拉河	Atbara	17.70217	33.98638
SD399002	非洲	苏丹	Sudan	栋古拉	Dongola	19.2	30.5
SD399003	非洲	苏丹	Sudan	埃尔奥贝德	Elobeid	13.2	30.2
SD399004	非洲	苏丹	Sudan	格达雷夫	Gedaref	14	35.4
SD399005	非洲	苏丹	Sudan	朱巴	Juba	4.9	31.6
SD399006	非洲	苏丹	Sudan	卡瑞玛	Karima	18.5	31.9
SD372753	非洲	苏丹	Sudan	卡萨拉	Kassala	15.45099	36.39998
SD379252	非洲	苏丹	Sudan	喀土穆	Khartoum	15.55177	32.53241
SD371760	非洲	苏丹	Sudan	高斯提	Kosti	13.1629	32.66347
SD399007	非洲	苏丹	Sudan	尼亚拉	Nyala	12.1	24.9
SD377039	非洲	苏丹	Sudan	苏丹港	Port Sudan	19.61745	37.21644
SD399009	非洲	苏丹	Sudan	拉珈	Raga	8.5	25.7
SD399010	非洲	苏丹	Sudan	拉沙德	Rashad	11.9	31
SD399011	非洲	苏丹	Sudan	伦克	Renk	11.8	32.8
SD399012	非洲	苏丹	Sudan	第六站	Station No.6	20.8	32.5
SD399013	非洲	苏丹	Sudan	萨瓦金	Suakin	19.1	37.3
SD366323	非洲	苏丹	Sudan	图佳	Tokar	18.4254	37.729
SD399014	非洲	苏丹	Sudan	瓦乌	Wau	7.7	28
TZ148730	非洲	坦桑尼亚	Tanzania	桑给巴尔岛	Zanzibar	-6.16394	39.19793
TZ160263	非洲	坦桑尼亚	Tanzania	达累斯萨拉姆	Dar es Salaam	-6.82349	39.26951
TZ160196	非洲	坦桑尼亚	Tansania	多多玛	Dodoma	-6.17221	35.73947
TZ161325	非洲	坦桑尼亚	Tansania	阿鲁沙	Arusha	-3.36667	36.68333
TZ160961	非洲	坦桑尼亚	Tansania	布科巴	Bukoba	-1.33167	31.81222
TZ150006	非洲	坦桑尼亚	Tansania	希尼安加	Shinyanga	-3.66667	33.43333
TZ149879	非洲	坦桑尼亚	Tansania	辛吉达	Singida	-4.81667	34.75
TZ877401	非洲	坦桑尼亚	Tansania	松盖阿	Songea	-10.68333	35.65
TZ149703	非洲	坦桑尼亚	Tansania	松巴万加	Sumbawanga	-7.96667	31.61667
TZ149606	非洲	坦桑尼亚	Tansania	坦噶	Tanga	-5.06667	39.1
TZ159071	非洲	坦桑尼亚	Tansania	伊林加	Iringa	-7.76667	35.7
TZ157738	非洲	坦桑尼亚	Tansania	基戈马	Kigoma	-4.87694	29.62667
TZ154380	非洲	坦桑尼亚	Tansania	姆贝亚	Mbeya	-8.9	33.45
TZ153220	非洲	坦桑尼亚	Tansania	莫罗戈罗	Morogoro	-6.81667	37.66667
TZ153209	非洲	坦桑尼亚	Tansania	莫希	Moshi	-3.35	37.33333
TZ877747	非洲	坦桑尼亚	Tansania	姆特瓦拉	Mtwara	-10.26667	40.18333
TZ152451	非洲	坦桑尼亚	Tansania	穆索马	Musoma	-1.5	33.8
TZ877702	非洲	坦桑尼亚	Tansania	纳钦吉阿	Nachingwea	-10.38333	38.76667
CF2389853	非洲	中非	The Central African Republic	班吉	Bangui	4.36122	18.55496
CF240999	非洲	中非	The Central African Republic	阿林达欧	Alindao	5.02666	21.20876
CF240604	非洲	中非	The Central African Republic	班贝利	Bambari	5.76795	20.67565
CF240498	非洲	中非	The Central African Republic	班加苏	Bangassou	4.74132	22.81838
CF2389086	非洲	中非	The Central African Republic	贝贝拉提	Berberati	4.26116	15.79216
CF240210	非洲	中非	The Central African Republic	比劳	Birao	10.28488	22.78818
CF2388036	非洲	中非	The Central African Republic	博桑戈阿	Bossangoa	6.49263	17.45518
CF2387926	非洲	中非	The Central African Republic	布阿尔	Bouar	5.93404	15.59599
CF239899	非洲	中非	The Central African Republic	布里亚	Bria	6.54233	21.98633
CF237478	非洲	中非	The Central African Republic	莫巴伊	Mobaye	4.31902	21.17861
CF236950	非洲	中非	The Central African Republic	奥博	Obo	5.39978	26.48688
CG22890004	非洲	刚果（布）	The Republic of Congo	黑角	Point Noire	-4.8	11.9
CG2260535	非洲	刚果（布）	The Republic of Congo	布拉柴维尔	Brazzaville	-4.26583	15.28318
CG2255285	非洲	刚果（布）	The Republic of Congo	锡比提	Sibiti	-3.68192	13.34985
CG22890005	非洲	刚果（布）	The Republic of Congo	苏安凯	Souanke	2.1	14
CG2260401	非洲	刚果（布）	The Republic of Congo	兼巴拉	Djambala	-2.54472	14.75333
CG2258261	非洲	刚果（布）	The Republic of Congo	多利西	Dolisie	-4.19972	12.67389
CG2259947	非洲	刚果（布）	The Republic of Congo	甘博马	Gamboma	-1.87639	15.86444
CG2259655	非洲	刚果（布）	The Republic of Congo	英普丰多	Impfondo	1.63806	18.06667
CG22890001	非洲	刚果（布）	The Republic of Congo	凯莱	Kelle	0.1	13.6
CG22890002	非洲	刚果（布）	The Republic of Congo	马卡巴纳	Makabana	-3.5	12.6
CG2257879	非洲	刚果（布）	The Republic of Congo	马夸	Makoua	0.00694	15.63333
CG22890003	非洲	刚果（布）	The Republic of Congo	穆永济	Mouyondzi	-4	13.9
CG2255564	非洲	刚果（布）	The Republic of Congo	韦索	Ouesso	1.61361	16.05167
TG2365267	非洲	多哥	Togo	洛美	Lome	6.13748	1.21227
TN2467454	非洲	突尼斯	Tunisia	斯法克斯	Sfax	34.74056	10.76028
TN2464470	非洲	突尼斯	Tunisia	突尼斯	Tunis	36.81897	10.16579
TN2472774	非洲	突尼斯	Tunisia	贝雅	Beja	36.72564	9.18169
TN2472706	非洲	突尼斯	Tunisia	比塞大	Bizerte	37.27442	9.87391
TN2467783	非洲	突尼斯	Tunisia	雷马达	Remada	32.31662	10.39551
TN2489003	非洲	突尼斯	Tunisia	西吉布吉特	Sidibouzid	35	9.5
TN2465030	非洲	突尼斯	Tunisia	锡勒亚奈	Siliana	36.08497	9.37082
TN2464871	非洲	突尼斯	Tunisia	泰巴尔	Tabarka	36.95442	8.75801
TN2464701	非洲	突尼斯	Tunisia	泰塔温	Tataouine	32.92967	10.45177
TN2464795	非洲	突尼斯	Tunisia	塔莱	Thala	35.57244	8.67031
TN2464648	非洲	突尼斯	Tunisia	托泽尔	Tozeur	33.91968	8.13352
TN2468369	非洲	突尼斯	Tunisia	加贝斯	Gabes	33.88146	10.0982
TN2468353	非洲	突尼斯	Tunisia	加夫萨	Gafsa	34.425	8.78417
TN2470088	非洲	突尼斯	Tunisia	坚杜拜	Jendouba	36.50114	8.78024
TN2464041	非洲	突尼斯	Tunisia	宰格万	Zaghouan	36.40291	10.14292
TN2473457	非洲	突尼斯	Tunisia	凯塞林	Kasserine	35.16758	8.83651
TN2468018	非洲	突尼斯	Tunisia	吉比利	Kebili	33.70439	8.96903
TN2489001	非洲	突尼斯	Tunisia	加利比亚	Kelibia	36.8	11.1
TN2473572	非洲	突尼斯	Tunisia	马赫迪耶	Mahdia	35.50472	11.06222
TN2489002	非洲	突尼斯	Tunisia	梅德宁	Medenine	33.3	10.5
TN2468579	非洲	突尼斯	Tunisia	纳布勒	Nabeul	36.45606	10.73763
UG232422	非洲	乌干达	Uganda	坎帕拉	Kampala	0.31628	32.58219
UG235039	非洲	乌干达	Uganda	阿鲁亚	Arua	3.02013	30.91105
UG226110	非洲	乌干达	Uganda	托罗罗	Tororo	0.69299	34.18085
UG233114	非洲	乌干达	Uganda	金贾	Jinja	0.43902	33.20317
UG233070	非洲	乌干达	Uganda	卡巴莱	Kabale	-1.24857	29.98993
UG232066	非洲	乌干达	Uganda	卡塞塞	Kasese	0.18333	30.08333
UG229268	非洲	乌干达	Uganda	姆巴拉拉	Mbarara	-0.608	30.65
UG249001	非洲	乌干达	Uganda	梅鲁	Meru	0.1	37.7
EH2463447	非洲	西撒哈拉	Western Sahara	达赫莱	Dakhla	23.71	-15.93
ZM911148	非洲	赞比亚	Zambia	基特韦	Kitwe	-12.79614	28.24767
ZM899825	非洲	赞比亚	Zambia	佩陶克县	Petauke	-14.24264	31.3253
ZM909137	非洲	赞比亚	Zambia	卢萨卡	Lusaka	-15.40669	28.28713
ZM339001	非洲	赞比亚	Zambia	宾加	Binga	-17.6	27.3
ZM918702	非洲	赞比亚	Zambia	奇帕塔	Chipata	-13.63333	32.65
ZM917748	非洲	赞比亚	Zambia	乔马	Choma	-16.80648	26.95306
ZM898905	非洲	赞比亚	Zambia	塞谢凯	Sesheke	-17.47593	24.29684
ZM897045	非洲	赞比亚	Zambia	索卢韦齐	Solwezi	-12.1688	26.38938
ZM916668	非洲	赞比亚	Zambia	伊索卡	Isoka	-10.16062	32.63353
ZM895953	非洲	赞比亚	Zambia	赞比西河	Zambezi	-13.54323	23.10466
ZM916095	非洲	赞比亚	Zambia	卡布韦	Kabwe	-14.4469	28.44644
ZM913323	非洲	赞比亚	Zambia	卡奥马	Kaoma	-14.78333	24.8
ZM912764	非洲	赞比亚	Zambia	卡塞马	Kasama	-10.21289	31.18084
ZM912628	非洲	赞比亚	Zambia	卡森帕县	Kasempa	-13.45836	25.8338
ZM176555	非洲	赞比亚	Zambia	卡万布瓦	Kawambwa	-9.7915	29.07913
ZM910111	非洲	赞比亚	Zambia	利文斯敦	Livingstone	-17.84194	25.85425
ZM907770	非洲	赞比亚	Zambia	曼萨	Mansa	-11.19976	28.89431
ZM176146	非洲	赞比亚	Zambia	姆巴拉	Mbala	-8.84024	31.36587
ZM339002	非洲	赞比亚	Zambia	姆富韦	Mfuwe	-13.3	31.9
ZM906054	非洲	赞比亚	Zambia	芒古	Mongu	-15.24835	23.12741
ZM339003	非洲	赞比亚	Zambia	玛库鲁山	Mountmakulu	-15.6	28.3
ZM905846	非洲	赞比亚	Zambia	姆皮卡	Mpika	-11.83431	31.45287
ZM904422	非洲	赞比亚	Zambia	蒙布瓦	Mumbwa	-14.97832	27.06188
ZM902620	非洲	赞比亚	Zambia	姆维尼伦加	Mwinilunga	-11.73584	24.42926
ZM339004	非洲	赞比亚	Zambia	姆津巴	Mzimba	-11.9	33.6
ZM339005	非洲	赞比亚	Zambia	姆祖祖	Mzuzu	-11.4	34
ZM901344	非洲	赞比亚	Zambia	恩多拉市	Ndola	-12.95867	28.63659
ZM339006	非洲	赞比亚	Zambia	恩卡塔贝	Nkhatabay	-11.6	34.3
ZW895269	非洲	津巴布韦	Zimbabwe	拜特布里奇	Beitbridge	-22.21667	30
ZW885001	非洲	津巴布韦	Zimbabwe	布法罗伦奇	Buffalorange	-21	31.6
ZW894701	非洲	津巴布韦	Zimbabwe	布拉瓦约	Bulawayo	-20.15	28.58333
ZW893697	非洲	津巴布韦	Zimbabwe	奇诺伊	Chinhoyi	-17.36667	30.2
ZW893549	非洲	津巴布韦	Zimbabwe	奇平加	Chipinge	-20.18833	32.62364
ZW890983	非洲	津巴布韦	Zimbabwe	戈奎	Gokwe	-18.20476	28.9349
ZW885002	非洲	津巴布韦	Zimbabwe	大草原	Grasslands	-18.2	31.5
ZW890422	非洲	津巴布韦	Zimbabwe	格韦鲁	Gweru	-19.45	29.81667
ZW890299	非洲	津巴布韦	Zimbabwe	哈拉雷	Harare	-17.82935	31.05389
ZW889453	非洲	津巴布韦	Zimbabwe	卡多马	Kadoma	-18.33328	29.91534
ZW885004	非洲	津巴布韦	Zimbabwe	卡尼耶恩巴	Kanyemba	-15.6	30.4
ZW889215	非洲	津巴布韦	Zimbabwe	卡里巴	Kariba	-16.51667	28.8
ZW889191	非洲	津巴布韦	Zimbabwe	卡罗伊	Karoi	-16.80993	29.69247
ZW888710	非洲	津巴布韦	Zimbabwe	奎奎	Kwekwe	-18.9281	29.81486
ZW885005	非洲	津巴布韦	Zimbabwe	玛卡恩伽	Makanga	-16.5	35.2
ZW886763	非洲	津巴布韦	Zimbabwe	马斯温哥	Masvingo	-20.06373	30.82766
ZW885006	非洲	津巴布韦	Zimbabwe	达尔文山	Mountdarwin	-16.8	31.6
ZW885007	非洲	津巴布韦	Zimbabwe	恩伽布	Ngabu	-16.5	35
ZW885008	非洲	津巴布韦	Zimbabwe	恩卡伊	Nkayi	-19	28.9
ZW885009	非洲	津巴布韦	Zimbabwe	鲁萨佩	Rusape	-18.5	32.1
ZW885010	非洲	津巴布韦	Zimbabwe	蒂约罗	Thyolo	-16.1	35.2
ZW885012	非洲	津巴布韦	Zimbabwe	西尼科尔森	West Nnicholson	-21	29.4
ZW878549	非洲	津巴布韦	Zimbabwe	兹维沙瓦内	Zvishavane	-20.32674	30.06648
AU2070998	大洋洲	澳大利亚	Australia	杰拉尔顿	Geraldton	-28.76667	114.6
AU2073124	大洋洲	澳大利亚	Australia	达尔文	Darwin	-12.46113	130.84184
AU2077895	大洋洲	澳大利亚	Australia	爱丽斯泉	Alice Springs	-23.7	133.88333
AU2146142	大洋洲	澳大利亚	Australia	汤斯维尔	Townsville	-19.25	146.8
AU2151437	大洋洲	澳大利亚	Australia	罗克汉普顿	Rockhampton	-23.38333	150.5
AU2165087	大洋洲	澳大利亚	Australia	黄金海岸	Gold Coast	-28	153.43333
AU2078022	大洋洲	澳大利亚	Australia	阿黛勒岛	Adele Island	-15.5	123.2
AU2077963	大洋洲	澳大利亚	Australia	奥尔巴尼	Albany	-35.01694	117.89167
AU2177567	大洋洲	澳大利亚	Australia	安达穆卡	Andamooka	-30.5	137.2
AU2177679	大洋洲	澳大利亚	Australia	阿灵顿礁	Arlington Reef	-16.7	146.1
AU2177680	大洋洲	澳大利亚	Australia	阿尔唐加	Arltunga	-23.5	134.7
AU2177671	大洋洲	澳大利亚	Australia	阿米代尔	Armidale	-30.51667	151.65
AU2177681	大洋洲	澳大利亚	Australia	奥斯汀平原	Austin Plains	-35.4	140.5
AU2177682	大洋洲	澳大利亚	Australia	巴尔戈丘	Balgo Hills	-20.1	128
AU2077288	大洋洲	澳大利亚	Australia	巴拉多尼亚	Balladonia	-32.5	123.9
AU2177683	大洋洲	澳大利亚	Australia	巴尔拉纳德	Balranald	-34.6	143.6
AU2176639	大洋洲	澳大利亚	Australia	巴特曼斯贝	Batemans Bay	-35.72	150.19
AU2174003	大洋洲	澳大利亚	Australia	布里斯班	Brisbane	-27.39	153.13
AU2173911	大洋洲	澳大利亚	Australia	布洛肯希尔	Brokenhill	-31.98	141.47
AU2075432	大洋洲	澳大利亚	Australia	班伯里	Bunbury	-33.36	115.64
AU2173125	大洋洲	澳大利亚	Australia	伯尼	Burnie	-41.07	145.94
AU2075265	大洋洲	澳大利亚	Australia	巴瑟尔顿	Busselton	-33.65	115.32
AU2172517	大洋洲	澳大利亚	Australia	堪培拉	Canberra	-35.28346	149.12807
AU2171845	大洋洲	澳大利亚	Australia	塞斯诺克	Cessnock	-32.8	151.33
AU2071860	大洋洲	澳大利亚	Australia	埃斯佩兰斯	Esperance	-33.83	121.89
AU2166309	大洋洲	澳大利亚	Australia	福斯特	Forster	-32.18	152.51
AU2070571	大洋洲	澳大利亚	Australia	哥斯内尔斯市	GosnellsCity	-32.05	115.98
AU2164129	大洋洲	澳大利亚	Australia	金皮	Gympie	-26.18	152.64
AU2163355	大洋洲	澳大利亚	Australia	霍巴特	Hobart	-42.89	147.33
AU2161658	大洋洲	澳大利亚	Australia	肯普西	Kempsey	-31.08	152.82
AU2160517	大洋洲	澳大利亚	Australia	朗塞斯顿	Launceston	-41.42	147.12
AU2159851	大洋洲	澳大利亚	Australia	利物浦	Liverpool	-33.93	150.88
AU8351864	大洋洲	澳大利亚	Australia	梅特兰	Maitland	-34.37	137.67
AU2067119	大洋洲	澳大利亚	Australia	曼哲拉	Mandurah	-32.52	115.71
AU2158561	大洋洲	澳大利亚	Australia	马里伯勒	Maryborough	-25.52	152.72
AU2158177	大洋洲	澳大利亚	Australia	墨尔本	Melbourne	-37.67	144.83
AU2158148	大洋洲	澳大利亚	Australia	梅尔顿莫布雷	Meltonmowbray	-42.49	147.2
AU2065176	大洋洲	澳大利亚	Australia	默里布里奇	MurrayBridge	-35.12	139.26
AU2153391	大洋洲	澳大利亚	Australia	珀斯	Perth	-31.93	115.98
AU2150060	大洋洲	澳大利亚	Australia	斯科茨代尔	Scottsdale	-41.17	147.49
AU2147714	大洋洲	澳大利亚	Australia	悉尼	Sydney	-33.95	151.17
AU8786639	大洋洲	澳大利亚	Australia	塔格黎诺	Tuggeranong	-35.42	149.09
AU2144502	大洋洲	澳大利亚	Australia	沃里克	Warwick	-28.21	152.1
AU2177684	大洋洲	澳大利亚	Australia	温德姆	Wyndham	-15.5	128.1
AU2142447	大洋洲	澳大利亚	Australia	亚拉沃加	Yarrawonga	-36.01667	146
AU2142412	大洋洲	澳大利亚	Australia	亚斯	Yass	-34.8	148.9
AU2057399	大洋洲	澳大利亚	Australia	依利里	Yeelirrie	-27.3	120.1
AU2177685	大洋洲	澳大利亚	Australia	扬加拉	Yongala	-33	138.8
AU2057277	大洋洲	澳大利亚	Australia	约克	York	-31.9	116.76667
AU2057215	大洋洲	澳大利亚	Australia	延杜穆	Yuendumu	-22.3	131.8
CK4035589	大洋洲	库克群岛	Cook Islands	帕默斯顿环礁	Palmerston	-18.1	-163.2
CK4035563	大洋洲	库克群岛	Cook Islands	普卡普卡环礁	Pukapuka	-10.9	-165.8
CK4035574	大洋洲	库克群岛	Cook Islands	阿洛菲	Alofi	-19.1	-169.9
CK4035552	大洋洲	库克群岛	Cook Islands	拉罗汤加岛	Rarotonga	-21.2	-159.8
CK4035541	大洋洲	库克群岛	Cook Islands	贾维斯岛	Jarvis Island	-0.4	-160
FJ2198148	大洋洲	斐济	Fiji	苏瓦	Suva	-18.14161	178.44148
FJ2198965	大洋洲	斐济	Fiji	拉奇拉奇	Rakiraki	-17.4	178.2
FJ6299948	大洋洲	斐济	Fiji	罗特马岛	Rotuma	-12.5	177.1
FJ6857342	大洋洲	斐济	Fiji	萨武萨武	Savusavu	-16.8	179.4
FJ7116278	大洋洲	斐济	Fiji	辛加东卡	Sigatoka	-18.1	177.4
FJ4035843	大洋洲	斐济	Fiji	瓦努阿巴拉乌	Vanua Balavu	-17.3	-178.9
FJ2196147	大洋洲	斐济	Fiji	威尼塞阿岛	Vunisea	-19	178.2
FJ2204582	大洋洲	斐济	Fiji	兰巴萨	Labasa	-16.4	179.4
FJ4036142	大洋洲	斐济	Fiji	莱克巴	Lakeba	-18.2	-178.8
FJ2204506	大洋洲	斐济	Fiji	劳托卡	Lautoka	-17.6	177.4
FJ4036100	大洋洲	斐济	Fiji	马特	Matei	-16.7	-179.9
FJ2203871	大洋洲	斐济	Fiji	马图库岛	Matuku	-19.1	179.8
FJ2200826	大洋洲	斐济	Fiji	瑙索里	Nausori	-18	178.6
PF4033736	大洋洲	法属波利尼西亚	French Polynesia	拉帕岛	Rapa	-27.6	-144.3
PF4034582	大洋洲	法属波利尼西亚	French Polynesia	波拉波拉岛	Bora Bora	-16.4	-151.7
PF10295326	大洋洲	法属波利尼西亚	French Polynesia	伦吉拉环礁	Rangiroa	-14.9	-147.6
PF10295365	大洋洲	法属波利尼西亚	French Polynesia	塔卡罗阿环礁	Takaroa	-14.5	-145
PF7730707	大洋洲	法属波利尼西亚	French Polynesia	泰蒂亚罗阿	Tetiaroa	-17	-149.5
PF10295375	大洋洲	法属波利尼西亚	French Polynesia	土布艾岛	Tubuai	-23.4	-149.5
PF4030655	大洋洲	法属波利尼西亚	French Polynesia	曼加雷瓦岛	Mangareva	-23.1	-135
KI2110257	大洋洲	基里巴斯	Kiribati	塔拉瓦	Tarawa	1.3278	172.97696
KI7521584	大洋洲	基里巴斯	Kiribati	 阿罗赖岛	Arorae	-2.7	176.8
KI7521586	大洋洲	基里巴斯	Kiribati	贝鲁	Beru	-1.4	176
KI7521588	大洋洲	基里巴斯	Kiribati	布塔里塔里	Butaritari	3	172.8
KI4030946	大洋洲	基里巴斯	Kiribati	坎顿岛	Kanton Island	-2.8	-171.7
KI4030935	大洋洲	基里巴斯	Kiribati	莫尔登岛	Malden Island	-4.1	-155
NR7626461	大洋洲	瑙鲁	Nauru	亚伦区	Yaren	-0.55085	166.9252
NR7626447	大洋洲	瑙鲁	Nauru	巴纳巴岛	Banaba	-0.9	169.5
NR7626435	大洋洲	瑙鲁	Nauru	瑙鲁	Nauru	-0.5	166.9
NC2139521	大洋洲	新喀里多尼亚	New Caledonia	努美阿	Noumea	-22.27631	166.4572
NC2140558	大洋洲	新喀里多尼亚	New Caledonia	库马克	Koumac	-20.56667	164.28333
NC2134579	大洋洲	新喀里多尼亚	New Caledonia	拉罗什	Laroche	-21.5	168
NC2140282	大洋洲	新喀里多尼亚	New Caledonia	马修	Matthew	-22.3	171.4
NZ6207905	大洋洲	新西兰	New Zealand	亚历山德拉	Alexandra	-45.2	169.4
NZ2193733	大洋洲	新西兰	New Zealand	奥克兰	Auckland	-36.86667	174.76666
NZ2192931	大洋洲	新西兰	New Zealand	兄弟岛	Brothers Island	-41.1	174.4
NZ2192523	大洋洲	新西兰	New Zealand	城堡角	Castlepoint	-40.9	176.2
NZ2192362	大洋洲	新西兰	New Zealand	克赖斯特彻奇	Christchurch	-43.53333	172.63333
NZ7303619	大洋洲	新西兰	New Zealand	凯库拉	Kaikoura	-42.40749	173.68132
NZ6228827	大洋洲	新西兰	New Zealand	凯塔亚	Kaitaia	-35.1	173.3
NZ2188874	大洋洲	新西兰	New Zealand	凯里凯里	Kerikeri	-35.22676	173.94739
